,273614N,378604X,BC187,DBVPG1106,DBVPG1373,DBVPG6765,L_1374,NCYC361,SK1,UWOPS05_217_3,UWOPS05_227_2,UWOPS83_787_3,UWOPS87_2421,Y12,Y55,YJM975,YJM978,YJM981,YPS128,YPS606,YS2,YS9
YDL171C,122.65871189736339,123.84517889043282,127.1308223848372,132.306964661748,131.7856133476902,128.6736400405513,134.1830255898093,129.268238670897,131.86321882422777,129.7531018013555,135.2581353172918,131.2364167843363,134.9526920714098,116.73258242304699,124.17394482428115,133.2500214893398,132.3803238177598,131.4108611792235,134.7969015586893,130.93175719504927,134.6617700736847,127.51718346782715
YDL174C,130.80223061174752,132.9825015502989,129.3334853776924,135.5420431064982,136.15987605044342,133.24518063796168,135.8029853581374,136.9501806225237,131.50293787047653,129.6351054305708,130.8465680953404,131.7852316360705,146.1161507161079,146.28056398753654,133.8524374895643,136.7134553981021,133.4766280458345,135.9350275577467,135.116134514718,134.22791595561728,136.8079827835132,129.01968318301343
YDL181W,11.1810830206834,10.6172330781168,11.0420136008245,10.8216804352472,10.1848013323715,10.0123396008813,10.7070854625051,9.53079318003647,11.9555179521993,11.2890694470991,11.5945333927273,10.8686220626965,11.6244932737236,10.6503410427019,11.0190190893309,9.2513097694764,9.53873045738247,10.3992662192867,11.2222522502361,10.9511842122853,9.54101582101997,10.9345753031163
YDL182W,66.26002133403527,71.173309740528,67.67042621255919,73.2912679893801,69.8167092961533,67.06951860858898,71.45657107923961,71.0265211615671,71.2273720566917,64.3939343205094,68.68977760412703,68.5359490594648,69.60107619607525,68.59701729924079,66.47731239448783,73.20830786508559,68.83240139258861,72.3463347080803,73.7960277307914,73.55109459368701,73.22972579038941,68.72443215574467
YDL185W,337.6543220561379,347.01196199968115,333.78334639434047,304.4752325538796,306.4763363821302,328.5766556075081,343.8307303013488,308.32575537992955,309.9830210458175,302.31569900394175,303.9285970905735,339.19796172314244,354.4736960847843,332.7594631250913,305.5158070183746,304.2747110635716,304.8374796048265,304.6580307708643,308.2892896909595,308.47599841404997,303.5539784288585,336.5400695184756
YDL190C,8.88045475066444,9.79767279629525,9.65115095612589,9.44120311586644,9.43764629980085,9.71116044699794,9.05720195990437,9.74646397784765,9.63125436337172,9.50143613375804,9.81515272651044,9.56517816612472,9.91678316937822,10.1210716348888,9.08557347459838,9.52490916238155,9.18520105684095,9.64505892593852,9.81832445082737,9.67025644115314,9.54757123327378,9.47674618823907
YDL192W,36.2350504015733,36.87640662564481,35.21520436966156,35.12082504401149,36.61274574973227,36.09493837599662,36.761255235305796,36.33425541977543,36.8019478400017,36.12954034795972,36.2772333533513,36.1308524812632,36.818718161786805,36.7258035996357,36.5134080048355,36.38110228936471,36.9677978727194,34.76458871473916,35.86288089842254,36.4483384275361,36.02357166875785,36.6569352100159
YDL195W,110.41580782182616,109.55794873009776,107.33931131175183,112.31454984860149,109.62583305126518,105.61465743278595,108.93332253998167,109.06143685225982,112.28354945154592,108.41124815189814,110.54462263355188,111.37485026881579,112.85229613319787,107.0924917955696,105.96615458337958,111.73781487438363,110.24271559061489,112.4310917447595,113.4031323013746,114.15506275121308,111.17059679095739,108.02220808557335
YDL198C,109.30505579595591,112.57723920233879,108.2364075881362,113.2244064062472,116.7701501353836,116.5310217533362,116.49339871775621,118.2762866574948,115.29913338622221,114.9111988840842,114.1279356994023,107.7558286201224,112.6770831848203,118.2409486328577,111.69911022366462,117.14005168947149,110.02437476717971,112.0013962006228,112.12736192460638,111.9222435075414,117.40835897360928,112.5290590086507
YDL202W,22.0073383111363,22.4805513145049,20.68030602406951,22.0437401351999,21.4045941982947,21.8746792223835,22.4330343958298,22.0883040450082,22.2248780100708,21.925347841895203,22.165995064034803,21.6287510465373,22.0642581417033,21.8444938523148,21.7849116142521,21.1841110818389,21.6964505444991,22.011172612056,22.434245037820098,21.64630429292,21.6724770357411,21.762792273105198
YDL204W,21.9928304886543,26.2236320556548,24.9815454211044,25.2171181330214,20.35001722449453,16.34589655360289,19.4738142978309,19.51482087907427,23.0923578930818,21.4166333303627,21.343329428307328,24.2298658384838,21.591444796755,20.77460160236116,21.26789384828173,18.98465507707672,19.416737397209708,16.52377185316,21.701637002085107,22.0663226010133,19.98246100846105,21.734538522911
YDL208W,26.0283251510738,24.801628321661,24.901006076137598,25.988312945603603,24.634892355269997,25.634124304551,25.7946768959192,25.0377918732861,24.6324132854579,25.2897430939381,25.4020269901419,25.1856214013008,25.9148903410875,26.075467533378102,25.5596188640416,25.330599110838797,25.4412149059252,26.2312721634506,25.315947383215,25.0588598213398,25.592862995524598,25.7903267562975
YDL213C,11.7357768057404,10.7662566935827,11.3894253959201,11.4159148275601,11.2872621693935,11.5715754838786,11.6632810055808,11.5893612121878,11.2892087516652,11.6832477398031,11.5674280279499,11.6505836708927,12.1487487083932,12.2886025856516,11.5617023744609,11.5699241289944,11.7773533138358,12.2682189459256,11.6620651906704,11.3675198065518,11.911898940675,11.674333437772
